id,conversation_id,created_at,date,time,user_id,tweet,language,hashtags,reply_to,tokenized_text,translated_tokenized_text
1606788119088463873,1606788119088463872,2022-12-25 07:05:14 Malay Peninsula Standard Time,2022-12-25,07:05:14,1013985825619697665," https://t.co/BtoAO576qZ I asked #ChatGPT, who is #Jesus of Nazareth?”",en,"['chatgpt', 'jesus']",[],"['https://t.co/BtoAO576qZ', 'I', 'asked', '#ChatGPT', ',', 'who', 'is', '#Jesus', 'of', 'Nazareth', '?', '”']","['https://t.co/BtoAO576qZ', 'I', 'asked', '#ChatGPT', ',', 'who', 'is', '#Jesus', 'of', 'Nazareth', '?', '”']"
1606787799562305537,1606787799562305536,2022-12-25 07:03:58 Malay Peninsula Standard Time,2022-12-25,07:03:58,1257791945918877696,#ChatGPT osaa luetella paljon suomalaisia joulubiisejä. 😃  https://t.co/NvlxjZF74i,fi,['chatgpt'],[],"['#ChatGPT', 'osaa', 'luetella', 'paljon', 'suomalaisia', 'joulubiisejä', '.', '😃', 'https://t.co/NvlxjZF74i']","['#ChatGPT', 'Part', 'enumerate', 'much', 'Finns', 'joulubiisejä', '.', '😃']"
1606787471316226048,1606787471316226048,2022-12-25 07:02:40 Malay Peninsula Standard Time,2022-12-25,07:02:40,14602419,NowBrowsing: 【FT Selection】「論文AI」に不正利用の恐れ：日本経済新聞 #chatGPT  https://t.co/xTqXLPBY1C,ja,['chatgpt'],[],"['NowBrowsing', ':', '【', 'FT', 'Selection', '】', '「', '論文AI', '」', 'に不正利用の恐れ', '：', '日本経済新聞', '#chatGPT', 'https://t.co/xTqXLPBY1C']","['NowBrowsing', ':', '【', 'FT', 'Selection', '】', '「', 'Thesis AI', '」', 'Fear of unauthorized use', '：', 'Japan Economic Newspaper', '#chatGPT']"
1606787381604007939,1606787381604007936,2022-12-25 07:02:19 Malay Peninsula Standard Time,2022-12-25,07:02:19,1569117305086279680,Well we actually fucking did it...we made our own ChatGPT/GPT-3 Chat...with Blackjack...and hookers.... optionally forget about of course...#ChatGPT #GPT3 #ArtificialIntelligence :o  https://t.co/KkizD3mzuQ,en,"['chatgpt', 'gpt3', 'artificialintelligence']",[],"['Well', 'we', 'actually', 'fucking', 'did', 'it', '...', 'we', 'made', 'our', 'own', 'ChatGPT', '/', 'GPT', '-', '3', 'Chat', '...', 'with', 'Blackjack', '...', 'and', 'hookers', '...', 'optionally', 'forget', 'about', 'of', 'course', '...', '#ChatGPT', '#GPT3', '#ArtificialIntelligence', ':', 'o', 'https://t.co/KkizD3mzuQ']","['Well', 'we', 'actually', 'fucking', 'did', 'it', '...', 'we', 'made', 'our', 'own', 'ChatGPT', '/', 'GPT', '-', '3', 'Chat', '...', 'with', 'Blackjack', '...', 'and', 'hookers', '...', 'optionally', 'forget', 'about', 'of', 'course', '...', '#ChatGPT', '#GPT3', '#ArtificialIntelligence', ':', 'o', 'https://t.co/KkizD3mzuQ']"
1606787282257604608,1606787282257604608,2022-12-25 07:01:55 Malay Peninsula Standard Time,2022-12-25,07:01:55,1553947241395765249,"#ChatGPT in: #Archivement #Unlocked! Level 97 Me-Time #Xmas #FIN @ AI &amp; I  #Over9000? Lame. Over 13000.  Words. Of actual discussion.  I'll go and make 10 prompts with #dalle just so I don't feel remorse towards #OpenAI; that wasn't a ""few-cents"" chat, but a ""dollar chat"". TY &lt;3  https://t.co/HWgD8mBA4S",en,"['chatgpt', 'archivement', 'unlocked', 'xmas', 'fin', 'over9000', 'dalle', 'openai']",[],"['#ChatGPT', 'in', ':', '#Archivement', '#Unlocked', '!', 'Level', '97', 'Me-Time', '#Xmas', '#FIN', '@', 'AI', '&', 'I', '#Over9000', '?', 'Lame', '.', 'Over', '13000', '.', 'Words', '.', 'Of', 'actual', 'discussion', '.', ""I'll"", 'go', 'and', 'make', '10', 'prompts', 'with', '#dalle', 'just', 'so', 'I', ""don't"", 'feel', 'remorse', 'towards', '#OpenAI', ';', 'that', ""wasn't"", 'a', '""', 'few-cents', '""', 'chat', ',', 'but', 'a', '""', 'dollar', 'chat', '""', '.', 'TY', '<3', 'https://t.co/HWgD8mBA4S']","['#ChatGPT', 'in', ':', '#Archivement', '#Unlocked', '!', 'Level', '97', 'Me-Time', '#Xmas', '#FIN', '@', 'AI', '&', 'I', '#Over9000', '?', 'Lame', '.', 'Over', '13000', '.', 'Words', '.', 'Of', 'actual', 'discussion', '.', ""I'll"", 'go', 'and', 'make', '10', 'prompts', 'with', '#dalle', 'just', 'so', 'I', ""don't"", 'feel', 'remorse', 'towards', '#OpenAI', ';', 'that', ""wasn't"", 'a', '""', 'few-cents', '""', 'chat', ',', 'but', 'a', '""', 'dollar', 'chat', '""', '.', 'TY', '<3', 'https://t.co/HWgD8mBA4S']"
1606787208912027649,1606787208912027648,2022-12-25 07:01:37 Malay Peninsula Standard Time,2022-12-25,07:01:37,1345707169606475776,مشاركة #Grapeswap والانتقال إلى مشروع التطبيقات ببلوكتشين الخاص به، يعطيك فرصة لتتامين الدخل السلبي هذه السنة من خلال التعدين، الزراعة، والتثبيت. #GRAPE سوف ت #chatgpt #arabic,ar,"['grapeswap', 'grape', 'chatgpt', 'arabic']",[],"['مشاركة', '#Grapeswap', 'والانتقال', 'إلى', 'مشروع', 'التطبيقات', 'ببلوكتشين', 'الخاص', 'به', '،', 'يعطيك', 'فرصة', 'لتتامين', 'الدخل', 'السلبي', 'هذه', 'السنة', 'من', 'خلال', 'التعدين', '،', 'الزراعة', '،', 'والتثبيت', '.', '#GRAPE', 'سوف', 'ت', '#chatgpt', '#arabic']","['Share', '#Grapeswap', 'and transition', 'into', 'project', 'Applications', 'Blockchain', 'Special', 'To', '،', 'Give', 'holiday', 'To secure', 'Income', 'Negative', 'This one', 'Sunnah', 'Who is it', 'during', 'mining', '،', 'Agriculture', '،', 'and installation', '.', '#GRAPE', 'Going to', 't', '#chatgpt', '#arabic']"
1606787127777415169,1606787127777415168,2022-12-25 07:01:18 Malay Peninsula Standard Time,2022-12-25,07:01:18,1345707169606475776,¡Aprovecha el #yieldfarming y el #staking de $GRAPE en Grapeswap para generar ingresos pasivos y obtener recompensas a nivel Web3! ¡No pierdas esta oportunidad de escalar tu #token como un activo de utilidad! #spanish #chatgpt,es,"['yieldfarming', 'staking', 'token', 'spanish', 'chatgpt']",[],"['¡', 'Aprovecha', 'el', '#yieldfarming', 'y', 'el', '#staking', 'de', '$', 'GRAPE', 'en', 'Grapeswap', 'para', 'generar', 'ingresos', 'pasivos', 'y', 'obtener', 'recompensas', 'a', 'nivel', 'Web', '3', '!', '¡', 'No', 'pierdas', 'esta', 'oportunidad', 'de', 'escalar', 'tu', '#token', 'como', 'un', 'activo', 'de', 'utilidad', '!', '#spanish', '#chatgpt']","['¡', 'Take advantage', 'the', '#yieldfarming', 'and', 'the', '#staking', 'of', '$', 'GRAPE', 'in', 'Grapeswap', 'for', 'generate', 'revenue', 'liabilities', 'and', 'get', 'Rewards', 'a', 'level', 'Web', 'Three', '!', '¡', 'No', 'Lose', 'this', 'opportunity', 'of', 'scalar', 'you', '#token', 'how', 'one', 'active', 'of', 'usefulness', '!', '#spanish', '#chatgpt']"
1606786917906976771,1606786917906976768,2022-12-25 07:00:28 Malay Peninsula Standard Time,2022-12-25,07:00:28,2560298171,"Poem 14 .  Scrubbing and scrubbing, Dishes and counters gleaming bright, Cleanliness reigns. .  #aihaiku #aiart #chatgpt #wombo #dream #haiku #art #psychedelic #trippy #poem #empoweringart #spiritual #knowledge #wisdom #gratitude #poety #zen  https://t.co/FvaW5RFjJh",en,"['aihaiku', 'aiart', 'chatgpt', 'wombo', 'dream', 'haiku', 'art', 'psychedelic', 'trippy', 'poem', 'empoweringart', 'spiritual', 'knowledge', 'wisdom', 'gratitude', 'poety', 'zen']",[],"['Poem', '14', '.', 'Scrubbing', 'and', 'scrubbing', ',', 'Dishes', 'and', 'counters', 'gleaming', 'bright', ',', 'Cleanliness', 'reigns', '. .', '#aihaiku', '#aiart', '#chatgpt', '#wombo', '#dream', '#haiku', '#art', '#psychedelic', '#trippy', '#poem', '#empoweringart', '#spiritual', '#knowledge', '#wisdom', '#gratitude', '#poety', '#zen', 'https://t.co/FvaW5RFjJh']","['Poem', '14', '.', 'Scrubbing', 'and', 'scrubbing', ',', 'Dishes', 'and', 'counters', 'gleaming', 'bright', ',', 'Cleanliness', 'reigns', '. .', '#aihaiku', '#aiart', '#chatgpt', '#wombo', '#dream', '#haiku', '#art', '#psychedelic', '#trippy', '#poem', '#empoweringart', '#spiritual', '#knowledge', '#wisdom', '#gratitude', '#poety', '#zen', 'https://t.co/FvaW5RFjJh']"
1606786642563715073,1606786642563715072,2022-12-25 06:59:22 Malay Peninsula Standard Time,2022-12-25,06:59:22,1046850637755899904,#ChatGPT is truly brilliant.  https://t.co/RT0N6kZSsJ,en,['chatgpt'],[],"['#ChatGPT', 'is', 'truly', 'brilliant', '.', 'https://t.co/RT0N6kZSsJ']","['#ChatGPT', 'is', 'truly', 'brilliant', '.', 'https://t.co/RT0N6kZSsJ']"
1606785967507247105,1606785967507247104,2022-12-25 06:56:41 Malay Peninsula Standard Time,2022-12-25,06:56:41,96003416,How the Grinch Stole Christmas! | Sequel  Based on the children's story x Dr. Seuss &amp; Inspired by the illustration of grinch x @cavallele / Set in Miami Beach after Art Basel 🧌🎄🎅🏖️  x ChatGPT @openaicommunity #ChatGPT @OpenAI #GPT3 #AI #aicommunity #aiartcommunity  https://t.co/3karzVLd8J,en,"['chatgpt', 'gpt3', 'ai', 'aicommunity', 'aiartcommunity']",[],"['How', 'the', 'Grinch', 'Stole', 'Christmas', '!', '|', 'Sequel', 'Based', 'on', 'the', ""children's"", 'story', 'x', 'Dr', '.', 'Seuss', '&', 'Inspired', 'by', 'the', 'illustration', 'of', 'grinch', 'x', '@cavallele', '/', 'Set', 'in', 'Miami', 'Beach', 'after', 'Art', 'Basel', '\U0001f9cc', '🎄', '🎅', '🏖', '️', 'x', 'ChatGPT', '@openaicommunity', '#ChatGPT', '@OpenAI', '#GPT3', '#AI', '#aicommunity', '#aiartcommunity', 'https://t.co/3karzVLd8J']","['How', 'the', 'Grinch', 'Stole', 'Christmas', '!', '|', 'Sequel', 'Based', 'on', 'the', ""children's"", 'story', 'x', 'Dr', '.', 'Seuss', '&', 'Inspired', 'by', 'the', 'illustration', 'of', 'grinch', 'x', '@cavallele', '/', 'Set', 'in', 'Miami', 'Beach', 'after', 'Art', 'Basel', '\U0001f9cc', '🎄', '🎅', '🏖', '️', 'x', 'ChatGPT', '@openaicommunity', '#ChatGPT', '@OpenAI', '#GPT3', '#AI', '#aicommunity', '#aiartcommunity', 'https://t.co/3karzVLd8J']"
