id,conversation_id,created_at,date,time,user_id,tweet,language,hashtags,reply_to,tokenized_text,translated_tokenized_text
1635343418305163264,1635343418305163264,2023-03-14 02:13:48 Malay Peninsula Standard Time,2023-03-14,02:13:48,82654533,"Vype für @WhatsApp jetzt in #Deutschland verfügbar! #ChatGPT, #DALLE und mehr direkt in #WhatsApp und auch noch kostenlos.",de,"['deutschland', 'chatgpt', 'dalle', 'whatsapp']",[],"['Vype', 'für', '@WhatsApp', 'jetzt', 'in', '#Deutschland', 'verfügbar', '!', '#ChatGPT', ',', '#DALLE', 'und', 'mehr', 'direkt', 'in', '#WhatsApp', 'und', 'auch', 'noch', 'kostenlos', '.']","['Vype', 'for', '@WhatsApp', 'now', 'in', '#Deutschland', 'available', '!', '#ChatGPT', ',', '#DALLE', 'and', 'more', 'direct', 'in', '#WhatsApp', 'and', 'too', 'still', 'free', '.']"
1635343414060544001,1635343414060544000,2023-03-14 02:13:47 Malay Peninsula Standard Time,2023-03-14,02:13:47,820744818,#Ai #ChatGPT  https://t.co/3KekgDhPKl,qme,"['ai', 'chatgpt']",[],"['#Ai', '#ChatGPT', 'https://t.co/3KekgDhPKl']","['#Ai', '#ChatGPT']"
1635343376869650432,1635343376869650432,2023-03-14 02:13:38 Malay Peninsula Standard Time,2023-03-14,02:13:38,1612503298686455808,#chatGPT账号 #chatgpt #newBing ChatGPT，newbing账号可以写作业、作文、论文、报告：购买地址 https://t.co/uksTuLDfnT推荐给好友买可获得20%返现，量大可联系客服改为40%！！,zh,"['chatgpt账号', 'chatgpt', 'newbing']",[],"['#chatGPT账号', '#chatgpt', '#newBing', 'ChatGPT', '，', 'newbing账号可以写作业', '、', '作文', '、', '论文', '、', '报告', '：', '购买地址', 'https://t.co/uksTuLDfnT推荐给好友买可获得20%返现，量大可联系客服改为40%！！']","['#chatGPT账号', '#chatgpt', '#newBing', 'ChatGPT', '，', 'Newbing accounts can write homework', '、', 'composition', '、', 'thesis', '、', 'report', '：', 'Purchase address']"
1635343364722765825,1635343364722765824,2023-03-14 02:13:36 Malay Peninsula Standard Time,2023-03-14,02:13:36,1563511792915316738,"#MidJourney #OpenAi #GPT #StableDiffusion2 #DallE #ChatGPT join:  https://t.co/rlyimpQw40  #imagine 'a delicate mythological creature in a forst clearing its skin like silk with a delicate pattern of spots and stripes that seemed to shimmer in the night, 8K, colorful lighting,…  https://t.co/8GqBPfRt5x",en,"['midjourney', 'openai', 'gpt', 'stablediffusion2', 'dalle', 'chatgpt', 'imagine']",[],"['#MidJourney', '#OpenAi', '#GPT', '#StableDiffusion2', '#DallE', '#ChatGPT', 'join', ':', 'https://t.co/rlyimpQw40', '#imagine', ""'"", 'a', 'delicate', 'mythological', 'creature', 'in', 'a', 'forst', 'clearing', 'its', 'skin', 'like', 'silk', 'with', 'a', 'delicate', 'pattern', 'of', 'spots', 'and', 'stripes', 'that', 'seemed', 'to', 'shimmer', 'in', 'the', 'night', ',', '8K', ',', 'colorful', 'lighting', ',', '…', 'https://t.co/8GqBPfRt5x']","['#MidJourney', '#OpenAi', '#GPT', '#StableDiffusion2', '#DallE', '#ChatGPT', 'join', ':', 'https://t.co/rlyimpQw40', '#imagine', ""'"", 'a', 'delicate', 'mythological', 'creature', 'in', 'a', 'forst', 'clearing', 'its', 'skin', 'like', 'silk', 'with', 'a', 'delicate', 'pattern', 'of', 'spots', 'and', 'stripes', 'that', 'seemed', 'to', 'shimmer', 'in', 'the', 'night', ',', '8K', ',', 'colorful', 'lighting', ',', '…', 'https://t.co/8GqBPfRt5x']"
1635343068529582081,1635343068529582080,2023-03-14 02:12:25 Malay Peninsula Standard Time,2023-03-14,02:12:25,1048290916128215040,"One of my favorite quotes from #ABATechShow came from @erinlevine_ who said, “#ChatGPT is not going to replace [lawyers], it’s going to make us look like superheroes.”🦸‍♀️  More from @palmerlaw on this game-changing AI tool. 🔽   #LegalTech #LawTwitter  https://t.co/AKDvGhHNgV",en,"['abatechshow', 'chatgpt', 'legaltech', 'lawtwitter']",[],"['One', 'of', 'my', 'favorite', 'quotes', 'from', '#ABATechShow', 'came', 'from', '@erinlevine_', 'who', 'said', ',', '“', '#ChatGPT', 'is', 'not', 'going', 'to', 'replace', '[', 'lawyers', ']', ',', 'it', '’', 's', 'going', 'to', 'make', 'us', 'look', 'like', 'superheroes', '.', '”', '🦸\u200d♀', '️', 'More', 'from', '@palmerlaw', 'on', 'this', 'game-changing', 'AI', 'tool', '.', '🔽', '#LegalTech', '#LawTwitter', 'https://t.co/AKDvGhHNgV']","['One', 'of', 'my', 'favorite', 'quotes', 'from', '#ABATechShow', 'came', 'from', '@erinlevine_', 'who', 'said', ',', '“', '#ChatGPT', 'is', 'not', 'going', 'to', 'replace', '[', 'lawyers', ']', ',', 'it', '’', 's', 'going', 'to', 'make', 'us', 'look', 'like', 'superheroes', '.', '”', '🦸\u200d♀', '️', 'More', 'from', '@palmerlaw', 'on', 'this', 'game-changing', 'AI', 'tool', '.', '🔽', '#LegalTech', '#LawTwitter', 'https://t.co/AKDvGhHNgV']"
1635343049193848832,1635343049193848832,2023-03-14 02:12:20 Malay Peninsula Standard Time,2023-03-14,02:12:20,1018462779915681793,Hurry Use AIPRM Ext ✨ That will make your #ChatGPT UX 1000x🔥 Easy FASTER  https://t.co/Xqz593ngxg,en,['chatgpt'],[],"['Hurry', 'Use', 'AIPRM', 'Ext', '✨', 'That', 'will', 'make', 'your', '#ChatGPT', 'UX', '1000x', '🔥', 'Easy', 'FASTER', 'https://t.co/Xqz593ngxg']","['Hurry', 'Use', 'AIPRM', 'Ext', '✨', 'That', 'will', 'make', 'your', '#ChatGPT', 'UX', '1000x', '🔥', 'Easy', 'FASTER', 'https://t.co/Xqz593ngxg']"
1635343025248567296,1635343025248567296,2023-03-14 02:12:15 Malay Peninsula Standard Time,2023-03-14,02:12:15,1623818716050862080,Mein Name ist Vype und ich freue mich auf deine Nachricht in @WhatsApp  #ChatGPT #DALLE #KünstlicheIntelligenz #ArtificialIntelligence #WhatsApp #Deutschland #FutureOfAI  https://t.co/rD79KQvV63,de,"['chatgpt', 'dalle', 'künstlicheintelligenz', 'artificialintelligence', 'whatsapp', 'deutschland', 'futureofai']",[],"['Mein', 'Name', 'ist', 'Vype', 'und', 'ich', 'freue', 'mich', 'auf', 'deine', 'Nachricht', 'in', '@WhatsApp', '#ChatGPT', '#DALLE', '#KünstlicheIntelligenz', '#ArtificialIntelligence', '#WhatsApp', '#Deutschland', '#FutureOfAI', 'https://t.co/rD79KQvV63']","['My', 'Name', 'is', 'Vype', 'and', 'I', 'Look forward', 'myself', 'on', 'your', 'Message', 'in', '@WhatsApp', '#ChatGPT', '#DALLE', '#KünstlicheIntelligenz', '#ArtificialIntelligence', '#WhatsApp', '#Deutschland', '#FutureOfAI']"
1635342991404720129,1635315014038065152,2023-03-14 02:12:07 Malay Peninsula Standard Time,2023-03-14,02:12:07,815265799002869762,"🎯#AndroidAuthority, Calvin Wankhede: What is #Google’s #Bard #AI? Here's everything you need to know ✅Google may be late to the #chatbot party with Bard, but it could very well dethrone #ChatGPT.  https://t.co/gWuuW3RXhy  https://t.co/boTeyDipkl  https://t.co/PMnnGj2Hjv",en,"['androidauthority', 'google', 'bard', 'ai', 'chatbot', 'chatgpt']",[],"['🎯', '#AndroidAuthority', ',', 'Calvin', 'Wankhede', ':', 'What', 'is', '#Google', '’', 's', '#Bard', '#AI', '?', ""Here's"", 'everything', 'you', 'need', 'to', 'know', '✅', 'Google', 'may', 'be', 'late', 'to', 'the', '#chatbot', 'party', 'with', 'Bard', ',', 'but', 'it', 'could', 'very', 'well', 'dethrone', '#ChatGPT', '.', 'https://t.co/gWuuW3RXhy', 'https://t.co/boTeyDipkl', 'https://t.co/PMnnGj2Hjv']","['🎯', '#AndroidAuthority', ',', 'Calvin', 'Wankhede', ':', 'What', 'is', '#Google', '’', 's', '#Bard', '#AI', '?', ""Here's"", 'everything', 'you', 'need', 'to', 'know', '✅', 'Google', 'may', 'be', 'late', 'to', 'the', '#chatbot', 'party', 'with', 'Bard', ',', 'but', 'it', 'could', 'very', 'well', 'dethrone', '#ChatGPT', '.', 'https://t.co/gWuuW3RXhy', 'https://t.co/boTeyDipkl', 'https://t.co/PMnnGj2Hjv']"
1635342902644580368,1635342902644580352,2023-03-14 02:11:45 Malay Peninsula Standard Time,2023-03-14,02:11:45,18560633,.⁦@RandyLambertOAS⁩ uses props (Orion branded 👟 no less) to introduce ⁦@redtailtech⁩ &amp; ⁦@danielcrosby⁩ as the guys talk AI and what role it will play in financial advice …now and in the future #T32023 #chatGPT  https://t.co/yzPTMRVQBz,en,"['t32023', 'chatgpt']",[],"['.', '\u2066', '@RandyLambertOAS', '\u2069', 'uses', 'props', '(', 'Orion', 'branded', '👟', 'no', 'less', ')', 'to', 'introduce', '\u2066', '@redtailtech', '\u2069', '&', '\u2066', '@danielcrosby', '\u2069', 'as', 'the', 'guys', 'talk', 'AI', 'and', 'what', 'role', 'it', 'will', 'play', 'in', 'financial', 'advice', '…', 'now', 'and', 'in', 'the', 'future', '#T32023', '#chatGPT', 'https://t.co/yzPTMRVQBz']","['.', '\u2066', '@RandyLambertOAS', '\u2069', 'uses', 'props', '(', 'Orion', 'branded', '👟', 'no', 'less', ')', 'to', 'introduce', '\u2066', '@redtailtech', '\u2069', '&', '\u2066', '@danielcrosby', '\u2069', 'as', 'the', 'guys', 'talk', 'AI', 'and', 'what', 'role', 'it', 'will', 'play', 'in', 'financial', 'advice', '…', 'now', 'and', 'in', 'the', 'future', '#T32023', '#chatGPT', 'https://t.co/yzPTMRVQBz']"
1635342864455700480,1635342864455700480,2023-03-14 02:11:36 Malay Peninsula Standard Time,2023-03-14,02:11:36,494462492,If you're anything like me you won't miss Siri one bit! Frustrated with Siri? Upgrade to “Siri-Pro” with ChatGPT! — Hive #hiveblogshare #apple #chatgpt  https://t.co/tRkpNNc6Px,en,"['hiveblogshare', 'apple', 'chatgpt']",[],"['If', ""you're"", 'anything', 'like', 'me', 'you', ""won't"", 'miss', 'Siri', 'one', 'bit', '!', 'Frustrated', 'with', 'Siri', '?', 'Upgrade', 'to', '“', 'Siri-Pro', '”', 'with', 'ChatGPT', '!', '—', 'Hive', '#hiveblogshare', '#apple', '#chatgpt', 'https://t.co/tRkpNNc6Px']","['If', ""you're"", 'anything', 'like', 'me', 'you', ""won't"", 'miss', 'Siri', 'one', 'bit', '!', 'Frustrated', 'with', 'Siri', '?', 'Upgrade', 'to', '“', 'Siri-Pro', '”', 'with', 'ChatGPT', '!', '—', 'Hive', '#hiveblogshare', '#apple', '#chatgpt', 'https://t.co/tRkpNNc6Px']"
