,id,conversation_id,created_at,date,time,user_id,tweet,language,hashtags,reply_to,translated_text,tokenized_text
0,1633247858957893633,1633247858957893632,2023-03-08 07:26:48 Malay Peninsula Standard Time,2023-03-08,07:26:48,1059612698411884545,わが社でもChatGPTなるワードが出てきました。 20年以上前コンパックのCMでPCが使えない人は滅びると言っていて結構震えたけど、これも同じなのでしょうか？ 時代が早すぎてもう無理。 因みに弊社の説明を求めたところ、食品メーカーでした。 答え…スプレーメーカーです。。。 #ChatGPT  https://t.co/NxCOJV2FGV,ja,['chatgpt'],[],"In our company, the word ChatGPT has appeared. More than 20 years ago, I was quite shaken by the Compaq commercial saying that people who cannot use PCs will perish, but is this the same? Times are too early to do it anymore. By the way, when I asked for an explanation of our company, it was a food manufacturer. Answer... I am a spray manufacturer... #ChatGPT https://t.co/NxCOJV2FGV","['In', 'our', 'company', ',', 'the', 'word', 'ChatGPT', 'has', 'appeared', '.', 'More', 'than', '20', 'years', 'ago', ',', 'I', 'was', 'quite', 'shaken', 'by', 'the', 'Compaq', 'commercial', 'saying', 'that', 'people', 'who', 'cannot', 'use', 'PCs', 'will', 'perish', ',', 'but', 'is', 'this', 'the', 'same', '?', 'Times', 'are', 'too', 'early', 'to', 'do', 'it', 'anymore', '.', 'By', 'the', 'way', ',', 'when', 'I', 'asked', 'for', 'an', 'explanation', 'of', 'our', 'company', ',', 'it', 'was', 'a', 'food', 'manufacturer', '.', 'Answer', '...', 'I', 'am', 'a', 'spray', 'manufacturer', '...', '#ChatGPT', 'https://t.co/NxCOJV2FGV']"
1,1633247697472827392,1633247697472827392,2023-03-08 07:26:10 Malay Peninsula Standard Time,2023-03-08,07:26:10,1357464187384066050,Amazing #chatgpt #ai #mac,en,"['chatgpt', 'ai', 'mac']",[],Amazing #chatgpt #ai #mac,"['Amazing', '#chatgpt', '#ai', '#mac']"
2,1633247672038567938,1633247672038567936,2023-03-08 07:26:03 Malay Peninsula Standard Time,2023-03-08,07:26:03,1624125377843953667,"i don't use twitter for non-art posts, but today's an exception introducing FurryGPT, a friendly chat assistant made to keep you company!  https://t.co/iL1zfUmlFx #AI #ChatGPT #furry",en,"['ai', 'chatgpt', 'furry']",[],"i don't use twitter for non-art posts, but today's an exception introducing FurryGPT, a friendly chat assistant made to keep you company!  https://t.co/iL1zfUmlFx #AI #ChatGPT #furry","['i', ""don't"", 'use', 'twitter', 'for', 'non-art', 'posts', ',', 'but', ""today's"", 'an', 'exception', 'introducing', 'FurryGPT', ',', 'a', 'friendly', 'chat', 'assistant', 'made', 'to', 'keep', 'you', 'company', '!', 'https://t.co/iL1zfUmlFx', '#AI', '#ChatGPT', '#furry']"
3,1633247664350584833,1633247664350584832,2023-03-08 07:26:02 Malay Peninsula Standard Time,2023-03-08,07:26:02,1554254387911921664,Sometimes the future is not so difficult to see. Communication is a human necessity. And desires will always exist. #ensdomains #ChatGPT #openAI  https://t.co/tOc6JNjnbB,en,"['ensdomains', 'chatgpt', 'openai']",[],Sometimes the future is not so difficult to see. Communication is a human necessity. And desires will always exist. #ensdomains #ChatGPT #openAI  https://t.co/tOc6JNjnbB,"['Sometimes', 'the', 'future', 'is', 'not', 'so', 'difficult', 'to', 'see', '.', 'Communication', 'is', 'a', 'human', 'necessity', '.', 'And', 'desires', 'will', 'always', 'exist', '.', '#ensdomains', '#ChatGPT', '#openAI', 'https://t.co/tOc6JNjnbB']"
4,1633247659137077250,1633247659137077248,2023-03-08 07:26:00 Malay Peninsula Standard Time,2023-03-08,07:26:00,1613644229535744002,🦾5 Reasons to Use AI in the Classroom #ai #aieducation #artificialintelligence #chatgpt #education ⬇️ 1/7,en,"['ai', 'aieducation', 'artificialintelligence', 'chatgpt', 'education']",[],🦾5 Reasons to Use AI in the Classroom #ai #aieducation #artificialintelligence #chatgpt #education ⬇️ 1/7,"['🦾', '5', 'Reasons', 'to', 'Use', 'AI', 'in', 'the', 'Classroom', '#ai', '#aieducation', '#artificialintelligence', '#chatgpt', '#education', '⬇', '️', '1/7']"
5,1633247353258876936,1633247353258876928,2023-03-08 07:24:47 Malay Peninsula Standard Time,2023-03-08,07:24:47,15052079,We’re all programmed to apologize. #StayWoke #ChatGPT  https://t.co/qCoNJPdJEv,en,"['staywoke', 'chatgpt']",[],We’re all programmed to apologize. #StayWoke #ChatGPT  https://t.co/qCoNJPdJEv,"['We', '’', 're', 'all', 'programmed', 'to', 'apologize', '.', '#StayWoke', '#ChatGPT', 'https://t.co/qCoNJPdJEv']"
6,1633247309487300609,1633247309487300608,2023-03-08 07:24:37 Malay Peninsula Standard Time,2023-03-08,07:24:37,1575840877184192512,心の友よ。#chatgpt  https://t.co/3iNkhf6wlI,ja,['chatgpt'],[],Friend of the heart. #chatgpt https://t.co/3iNkhf6wlI,"['Friend', 'of', 'the', 'heart', '.', '#chatgpt', 'https://t.co/3iNkhf6wlI']"
7,1633247206621736961,1633247206621736960,2023-03-08 07:24:12 Malay Peninsula Standard Time,2023-03-08,07:24:12,51700052,Ma che intelligenza artificiale è se non conosce il Teorema ?? #ai #chatgpt  https://t.co/fMMXtGNISz,it,"['ai', 'chatgpt']",[],But what artificial intelligence is it if it does not know the Theorem?? #ai #chatgpt https://t.co/fMMXtGNISz,"['But', 'what', 'artificial', 'intelligence', 'is', 'it', 'if', 'it', 'does', 'not', 'know', 'the', 'Theorem', '?', '?', '#ai', '#chatgpt', 'https://t.co/fMMXtGNISz']"
8,1633246916099076100,1633246916099076096,2023-03-08 07:23:03 Malay Peninsula Standard Time,2023-03-08,07:23:03,959474182311628800,#ChatGPT and generative #AI is sucking the wind away from #blockchain but what has happened is that AI is at the hype of inflationary expectation and blockchain has moved into trough of disillusionment. If it can crack this then the plateau of productive is next. This is good,en,"['chatgpt', 'ai', 'blockchain']",[],#ChatGPT and generative #AI is sucking the wind away from #blockchain but what has happened is that AI is at the hype of inflationary expectation and blockchain has moved into trough of disillusionment. If it can crack this then the plateau of productive is next. This is good,"['#ChatGPT', 'and', 'generative', '#AI', 'is', 'sucking', 'the', 'wind', 'away', 'from', '#blockchain', 'but', 'what', 'has', 'happened', 'is', 'that', 'AI', 'is', 'at', 'the', 'hype', 'of', 'inflationary', 'expectation', 'and', 'blockchain', 'has', 'moved', 'into', 'trough', 'of', 'disillusionment', '.', 'If', 'it', 'can', 'crack', 'this', 'then', 'the', 'plateau', 'of', 'productive', 'is', 'next', '.', 'This', 'is', 'good']"
9,1633246822138523648,1633246822138523648,2023-03-08 07:22:41 Malay Peninsula Standard Time,2023-03-08,07:22:41,1551180363208085504,使い方次第だと思う。  ChatGPTの回答に対して「自分はどう思うか」を養うために使うなら教育になると思うけど、「ChatGPTの言うことが正解」になると途端に思考停止につながるので、要注意かなと思う。  #ChatGPT,ja,['chatgpt'],[],"I think it depends on how you use it.  I think it will be an education if you use it to cultivate ""what you think"" about ChatGPT's answers, but as soon as ""what ChatGPT says is correct"", it will lead to a stop of thinking, so I think you need to be careful.  #ChatGPT","['I', 'think', 'it', 'depends', 'on', 'how', 'you', 'use', 'it', '.', 'I', 'think', 'it', 'will', 'be', 'an', 'education', 'if', 'you', 'use', 'it', 'to', 'cultivate', '""', 'what', 'you', 'think', '""', 'about', ""ChatGPT's"", 'answers', ',', 'but', 'as', 'soon', 'as', '""', 'what', 'ChatGPT', 'says', 'is', 'correct', '""', ',', 'it', 'will', 'lead', 'to', 'a', 'stop', 'of', 'thinking', ',', 'so', 'I', 'think', 'you', 'need', 'to', 'be', 'careful', '.', '#ChatGPT']"
10,1633246804069478400,1633246804069478400,2023-03-08 07:22:37 Malay Peninsula Standard Time,2023-03-08,07:22:37,1567850095798022145,今のところ #chatGPT と #novelAI #nijijourney のタッグ最強だな。 細かいプロンプトは直さないとだけど、自分で一から組まなくていうのは助かる。 とくにnijijourneyの方がプロンプトに忠実。,ja,"['chatgpt', 'novelai', 'nijijourney']",[],"It's the strongest tag team between #chatGPT and #novelAI #nijijourney so far. I have to fix the detailed prompts, but it helps that I don't have to build them from scratch. NijiJourney in particular is more faithful to the prompts.","[""It's"", 'the', 'strongest', 'tag', 'team', 'between', '#chatGPT', 'and', '#novelAI', '#nijijourney', 'so', 'far', '.', 'I', 'have', 'to', 'fix', 'the', 'detailed', 'prompts', ',', 'but', 'it', 'helps', 'that', 'I', ""don't"", 'have', 'to', 'build', 'them', 'from', 'scratch', '.', 'NijiJourney', 'in', 'particular', 'is', 'more', 'faithful', 'to', 'the', 'prompts', '.']"
11,1633246626612379649,1633246626612379648,2023-03-08 07:21:54 Malay Peninsula Standard Time,2023-03-08,07:21:54,1463607753830715399,#chatgpt made me lol today  https://t.co/Xa2dHd3Mpd,en,['chatgpt'],[],#chatgpt made me lol today  https://t.co/Xa2dHd3Mpd,"['#chatgpt', 'made', 'me', 'lol', 'today', 'https://t.co/Xa2dHd3Mpd']"
12,1633246524695281664,1633246524695281664,2023-03-08 07:21:30 Malay Peninsula Standard Time,2023-03-08,07:21:30,1529076301126066177,Honeybees can fly at 15 miles per hour and their wings beat 200 times per second!  #ChatGPT,en,['chatgpt'],[],Honeybees can fly at 15 miles per hour and their wings beat 200 times per second!  #ChatGPT,"['Honeybees', 'can', 'fly', 'at', '15', 'miles', 'per', 'hour', 'and', 'their', 'wings', 'beat', '200', 'times', 'per', 'second', '!', '#ChatGPT']"
