id,conversation_id,created_at,date,time,user_id,tweet,language,hashtags,reply_to,translated_text,tokenized_text
1634998984149172225,1634998984149172224,2023-03-13 03:25:09 Malay Peninsula Standard Time,2023-03-13,03:25:09,1468341560,What is ChatGPT and why are people saying it could give Google a run for its money?  #ChatGPT #ChatBot  https://t.co/R50MumUOJz,en,"['chatgpt', 'chatbot']",[],What is ChatGPT and why are people saying it could give Google a run for its money?  #ChatGPT #ChatBot  https://t.co/R50MumUOJz,"['What', 'is', 'ChatGPT', 'and', 'why', 'are', 'people', 'saying', 'it', 'could', 'give', 'Google', 'a', 'run', 'for', 'its', 'money', '?', '#ChatGPT', '#ChatBot', 'https://t.co/R50MumUOJz']"
1634998983881031680,1634998983881031680,2023-03-13 03:25:09 Malay Peninsula Standard Time,2023-03-13,03:25:09,151683302,What is ChatGPT and why are people saying it could give Google a run for its money?  #ChatGPT #ChatBot  https://t.co/lqfOTo5kjL,en,"['chatgpt', 'chatbot']",[],What is ChatGPT and why are people saying it could give Google a run for its money?  #ChatGPT #ChatBot  https://t.co/lqfOTo5kjL,"['What', 'is', 'ChatGPT', 'and', 'why', 'are', 'people', 'saying', 'it', 'could', 'give', 'Google', 'a', 'run', 'for', 'its', 'money', '?', '#ChatGPT', '#ChatBot', 'https://t.co/lqfOTo5kjL']"
1634998983478198273,1634998983478198272,2023-03-13 03:25:09 Malay Peninsula Standard Time,2023-03-13,03:25:09,880619681249415168,What is ChatGPT and why are people saying it could give Google a run for its money?  #ChatGPT #ChatBot  https://t.co/avchZkNhtl,en,"['chatgpt', 'chatbot']",[],What is ChatGPT and why are people saying it could give Google a run for its money?  #ChatGPT #ChatBot  https://t.co/avchZkNhtl,"['What', 'is', 'ChatGPT', 'and', 'why', 'are', 'people', 'saying', 'it', 'could', 'give', 'Google', 'a', 'run', 'for', 'its', 'money', '?', '#ChatGPT', '#ChatBot', 'https://t.co/avchZkNhtl']"
1634998983079731201,1634998983079731200,2023-03-13 03:25:09 Malay Peninsula Standard Time,2023-03-13,03:25:09,4093929832,What is ChatGPT and why are people saying it could give Google a run for its money?  #ChatGPT #ChatBot   https://t.co/XrzDz4g28a,en,"['chatgpt', 'chatbot']",[],What is ChatGPT and why are people saying it could give Google a run for its money?  #ChatGPT #ChatBot   https://t.co/XrzDz4g28a,"['What', 'is', 'ChatGPT', 'and', 'why', 'are', 'people', 'saying', 'it', 'could', 'give', 'Google', 'a', 'run', 'for', 'its', 'money', '?', '#ChatGPT', '#ChatBot', 'https://t.co/XrzDz4g28a']"
1634998967325933568,1634998967325933568,2023-03-13 03:25:05 Malay Peninsula Standard Time,2023-03-13,03:25:05,4889561178,What is ChatGPT and why are people saying it could give Google a run for its money?  #ChatGPT #ChatBot  https://t.co/MPJeNFMotg,en,"['chatgpt', 'chatbot']",[],What is ChatGPT and why are people saying it could give Google a run for its money?  #ChatGPT #ChatBot  https://t.co/MPJeNFMotg,"['What', 'is', 'ChatGPT', 'and', 'why', 'are', 'people', 'saying', 'it', 'could', 'give', 'Google', 'a', 'run', 'for', 'its', 'money', '?', '#ChatGPT', '#ChatBot', 'https://t.co/MPJeNFMotg']"
1634998946371346432,1634998946371346432,2023-03-13 03:25:00 Malay Peninsula Standard Time,2023-03-13,03:25:00,3361993514,What is ChatGPT and why are people saying it could give Google a run for its money?  #ChatGPT #ChatBot  https://t.co/3a0zP8Rtrq,en,"['chatgpt', 'chatbot']",[],What is ChatGPT and why are people saying it could give Google a run for its money?  #ChatGPT #ChatBot  https://t.co/3a0zP8Rtrq,"['What', 'is', 'ChatGPT', 'and', 'why', 'are', 'people', 'saying', 'it', 'could', 'give', 'Google', 'a', 'run', 'for', 'its', 'money', '?', '#ChatGPT', '#ChatBot', 'https://t.co/3a0zP8Rtrq']"
1634998946211987456,1634998946211987456,2023-03-13 03:25:00 Malay Peninsula Standard Time,2023-03-13,03:25:00,919336628757323776,What is ChatGPT and why are people saying it could give Google a run for its money?  #ChatGPT #ChatBot  https://t.co/f7yE7jFEIF,en,"['chatgpt', 'chatbot']",[],What is ChatGPT and why are people saying it could give Google a run for its money?  #ChatGPT #ChatBot  https://t.co/f7yE7jFEIF,"['What', 'is', 'ChatGPT', 'and', 'why', 'are', 'people', 'saying', 'it', 'could', 'give', 'Google', 'a', 'run', 'for', 'its', 'money', '?', '#ChatGPT', '#ChatBot', 'https://t.co/f7yE7jFEIF']"
1634998946207780865,1634998946207780864,2023-03-13 03:25:00 Malay Peninsula Standard Time,2023-03-13,03:25:00,2851687931,What is ChatGPT and why are people saying it could give Google a run for its money?  #ChatGPT #ChatBot  https://t.co/ebGD7ua3vy,en,"['chatgpt', 'chatbot']",[],What is ChatGPT and why are people saying it could give Google a run for its money?  #ChatGPT #ChatBot  https://t.co/ebGD7ua3vy,"['What', 'is', 'ChatGPT', 'and', 'why', 'are', 'people', 'saying', 'it', 'could', 'give', 'Google', 'a', 'run', 'for', 'its', 'money', '?', '#ChatGPT', '#ChatBot', 'https://t.co/ebGD7ua3vy']"
1634998800262758400,1634998800262758400,2023-03-13 03:24:25 Malay Peninsula Standard Time,2023-03-13,03:24:25,1499011151010873347,What are your views on this?  #tweet100 #ChatGPT #AI,en,"['tweet100', 'chatgpt', 'ai']",[],What are your views on this?  #tweet100 #ChatGPT #AI,"['What', 'are', 'your', 'views', 'on', 'this', '?', '#tweet100', '#ChatGPT', '#AI']"
1634998621346353152,1634998621346353152,2023-03-13 03:23:42 Malay Peninsula Standard Time,2023-03-13,03:23:42,1227338828744216576,"Los anotadores detrás de la inteligencia artificial #ChatGPT @OpenAI provienen de #Colombia son principalmente a #inmigrantes venezolanos sin empleo, quienes reciben al menos US$3 por hora.   Ver Nota completa en ¡dehoy!:  https://t.co/fY1MfjCOWm  #InteligenciaArtificial #iA  https://t.co/8d3sdPryF2",es,"['chatgpt', 'colombia', 'inmigrantes', 'inteligenciaartificial', 'ia']",[],"The scorers behind artificial intelligence #ChatGPT @OpenAI come from #Colombia are mainly #inmigrantes unemployed Venezuelans, who receive at least $3 an hour.   See full note in today!: https://t.co/fY1MfjCOWm #InteligenciaArtificial #iA https://t.co/8d3sdPryF2","['The', 'scorers', 'behind', 'artificial', 'intelligence', '#ChatGPT', 'come', 'from', '#Colombia', 'are', 'mainly', '#inmigrantes', 'unemployed', 'Venezuelans', ',', 'who', 'receive', 'at', 'least', '$', '3', 'an', 'hour', '.', 'See', 'full', 'note', 'in', 'today', '!', ':', 'https://t.co/fY1MfjCOWm', '#InteligenciaArtificial', '#iA', 'https://t.co/8d3sdPryF2']"
