id,conversation_id,created_at,date,time,user_id,tweet,language,hashtags,reply_to,translated_text,tokenized_text
1635426009834029056,1635426009834029056,2023-03-14 07:42:00 Malay Peninsula Standard Time,2023-03-14,07:42:00,163872383,#ChatGPT,qht,['chatgpt'],[],#ChatGPT,['#ChatGPT']
1635425911251292160,1635425911251292160,2023-03-14 07:41:36 Malay Peninsula Standard Time,2023-03-14,07:41:36,55772811,#ChatGPT #Gpt-4 🙄🙄  https://t.co/hT5hXaHLnX,und,"['chatgpt', 'gpt']",[],#ChatGPT #Gpt-4 🙄🙄  https://t.co/hT5hXaHLnX,"['#ChatGPT', '#Gpt-4', '🙄', '🙄', 'https://t.co/hT5hXaHLnX']"
1635425791944314881,1635425791944314880,2023-03-14 07:41:08 Malay Peninsula Standard Time,2023-03-14,07:41:08,2297373842,この手の投稿にしては、なんだかじわじわ伸びてるー。うれしみ。 #HoloLens2 #obniz #ChatGPT,ja,"['hololens2', 'obniz', 'chatgpt']",[],"For this kind of post, it's slowly growing. Joy. #HoloLens2 #obniz #ChatGPT","['For', 'this', 'kind', 'of', 'post', ',', ""it's"", 'slowly', 'growing', '.', 'Joy', '.', '#HoloLens2', '#obniz', '#ChatGPT']"
1635425590676459523,1635425582606602240,2023-03-14 07:40:20 Malay Peninsula Standard Time,2023-03-14,07:40:20,1376121774,"2/ Overall since inception, the portfolio has posted a cumulative Market Loss of -$9.74 (-5.76%) on Net Cash Flow of $239.23.  However, according to #ChatGPT, in comparison the S&amp;P 500 has lost -13.9% of it's value over the last 20 trading days.  ...so there's that.  https://t.co/ZXg7eA1Cbc",en,['chatgpt'],[],"2/ Overall since inception, the portfolio has posted a cumulative Market Loss of -$9.74 (-5.76%) on Net Cash Flow of $239.23.  However, according to #ChatGPT, in comparison the S&amp;P 500 has lost -13.9% of it's value over the last 20 trading days.  ...so there's that.  https://t.co/ZXg7eA1Cbc","['2', '/', 'Overall', 'since', 'inception', ',', 'the', 'portfolio', 'has', 'posted', 'a', 'cumulative', 'Market', 'Loss', 'of', '-', '$', '9.74', '(', '-5.76', '%', ')', 'on', 'Net', 'Cash', 'Flow', 'of', '$', '239.23', '.', 'However', ',', 'according', 'to', '#ChatGPT', ',', 'in', 'comparison', 'the', 'S', '&', 'P', '500', 'has', 'lost', '-13.9', '%', 'of', ""it's"", 'value', 'over', 'the', 'last', '20', 'trading', 'days', '.  ...', 'so', ""there's"", 'that', '.', 'https://t.co/ZXg7eA1Cbc']"
1635425585693442051,1635425585693442048,2023-03-14 07:40:19 Malay Peninsula Standard Time,2023-03-14,07:40:19,29550566,"A new version of the artificial intelligence that powers #ChatGPT will be released this week that can turn text into video and other media, according to a Microsoft executive.  #gpt4 is a more powerful and versatile update of GPT3.5    https://t.co/3hT36GGSRe",en,"['chatgpt', 'gpt4']",[],"A new version of the artificial intelligence that powers #ChatGPT will be released this week that can turn text into video and other media, according to a Microsoft executive.  #gpt4 is a more powerful and versatile update of GPT3.5    https://t.co/3hT36GGSRe","['A', 'new', 'version', 'of', 'the', 'artificial', 'intelligence', 'that', 'powers', '#ChatGPT', 'will', 'be', 'released', 'this', 'week', 'that', 'can', 'turn', 'text', 'into', 'video', 'and', 'other', 'media', ',', 'according', 'to', 'a', 'Microsoft', 'executive', '.', '#gpt4', 'is', 'a', 'more', 'powerful', 'and', 'versatile', 'update', 'of', 'GPT', '3.5', 'https://t.co/3hT36GGSRe']"
1635425299956666368,1635425299956666368,2023-03-14 07:39:10 Malay Peninsula Standard Time,2023-03-14,07:39:10,1634635366308397057,CHATGPT WRITE MY RETIREMENT PLAN! (read at⤵️  https://t.co/aBVF09bxCj  #ChatGPT #chatgpt3 #ArtificialIntelligence #catgptai,en,"['chatgpt', 'chatgpt3', 'artificialintelligence', 'catgptai']",[],CHATGPT WRITE MY RETIREMENT PLAN! (read at⤵️  https://t.co/aBVF09bxCj  #ChatGPT #chatgpt3 #ArtificialIntelligence #catgptai,"['CHATGPT', 'WRITE', 'MY', 'RETIREMENT', 'PLAN', '!', '(', 'read', 'at', '⤵', '️', 'https://t.co/aBVF09bxCj', '#ChatGPT', '#chatgpt3', '#ArtificialIntelligence', '#catgptai']"
1635425191500062721,1635304065088507904,2023-03-14 07:38:45 Malay Peninsula Standard Time,2023-03-14,07:38:45,267881497,"@CristiVlad25 @LangChainAI I have a large document base (texts, PDFs, internal, websites, etc) and need an ai built on top of it so I can talk to it #ai #Chatgpt #LangChainAI",en,"['ai', 'chatgpt', 'langchainai']","[{'screen_name': 'CristiVlad25', 'name': '🇷🇴 cristi', 'id': '2188880010'}, {'screen_name': 'LangChainAI', 'name': 'langchain', 'id': '1589007443853340672'}]","@CristiVlad25 @LangChainAI I have a large document base (texts, PDFs, internal, websites, etc) and need an ai built on top of it so I can talk to it #ai #Chatgpt #LangChainAI","['I', 'have', 'a', 'large', 'document', 'base', '(', 'texts', ',', 'PDFs', ',', 'internal', ',', 'websites', ',', 'etc', ')', 'and', 'need', 'an', 'ai', 'built', 'on', 'top', 'of', 'it', 'so', 'I', 'can', 'talk', 'to', 'it', '#ai', '#Chatgpt', '#LangChainAI']"
1635425113503043584,1635425113503043584,2023-03-14 07:38:26 Malay Peninsula Standard Time,2023-03-14,07:38:26,1509091220311912451,流行りの #ChatGPT っていうAIと会話できるシステムを使っておすすめの歌謡曲を聞いてみたら、選曲はいいんだけどアーティストが間違ってる…… これがこの人の曲だったら、と考えると笑えてきました  https://t.co/LdODMKlR93,ja,['chatgpt'],[],"When I asked for recommended songs using a system that can talk to an AI called a trendy #ChatGPT, the song selection was good, but the artist was wrong... It made me laugh to think that this was his song https://t.co/LdODMKlR93","['When', 'I', 'asked', 'for', 'recommended', 'songs', 'using', 'a', 'system', 'that', 'can', 'talk', 'to', 'an', 'AI', 'called', 'a', 'trendy', '#ChatGPT', ',', 'the', 'song', 'selection', 'was', 'good', ',', 'but', 'the', 'artist', 'was', 'wrong', '...', 'It', 'made', 'me', 'laugh', 'to', 'think', 'that', 'this', 'was', 'his', 'song', 'https://t.co/LdODMKlR93']"
1635424944648753154,1635424944648753152,2023-03-14 07:37:46 Malay Peninsula Standard Time,2023-03-14,07:37:46,1351805196964249601,「実子誘拐ってなに？」 AI #ChatGPT  https://t.co/Ld1TK6BZyg,ja,['chatgpt'],[],"""What is kidnapping?"" AI #ChatGPT https://t.co/Ld1TK6BZyg","['""', 'What', 'is', 'kidnapping', '?', '""', 'AI', '#ChatGPT', 'https://t.co/Ld1TK6BZyg']"
1635424862713024512,1635424862713024512,2023-03-14 07:37:26 Malay Peninsula Standard Time,2023-03-14,07:37:26,1634897228329517058,Link in bio. 🤓 #webdevelopment #bootcamp #selfstudy #chatgpt #loveisland #Oscars2023 #learning #newjob #website #WebsiteDevelopment #webdev #devlife  https://t.co/4akSEDRx5F,en,"['webdevelopment', 'bootcamp', 'selfstudy', 'chatgpt', 'loveisland', 'oscars2023', 'learning', 'newjob', 'website', 'websitedevelopment', 'webdev', 'devlife']",[],Link in bio. 🤓 #webdevelopment #bootcamp #selfstudy #chatgpt #loveisland #Oscars2023 #learning #newjob #website #WebsiteDevelopment #webdev #devlife  https://t.co/4akSEDRx5F,"['Link', 'in', 'bio', '.', '🤓', '#webdevelopment', '#bootcamp', '#selfstudy', '#chatgpt', '#loveisland', '#Oscars2023', '#learning', '#newjob', '#website', '#WebsiteDevelopment', '#webdev', '#devlife', 'https://t.co/4akSEDRx5F']"
